field,cam,ncams,w,h,scroll,verts,e_p95,e_max,k_row1,rn_dev,ortho_err,det,pitch
fbg_n21_grgr_map423_gr_gba_0,0,1,512,320,1,119,0.04,0.05,0.9334,0.00011,0.0001,1.0,-5.44
fbg_n21_grgr_map424_gr_ren_0,0,2,448,320,1,138,0.03,0.14,0.93335,4e-05,4e-05,1.0,-0.14
fbg_n21_grgr_map424_gr_ren_0,1,2,336,256,0,93,0.12,4.82,0.93339,0.00012,9e-05,1.0,5.27
fbg_n21_grgr_map426_gr_ggt_0,0,1,720,256,1,55,0.0,0.0,0.93335,0.0,0.0,1.0,-0.0
fbg_n21_grgr_map427_gr_alx_0,0,1,448,320,1,95,0.03,0.03,0.93337,9e-05,0.00016,1.0,-3.23
fbg_n23_qunh_map440_qh_hur_0,0,1,352,272,0,137,0.0,0.01,0.93335,4e-05,0.0,1.0,-0.0
fbg_n23_qunh_map441_qh_huh_0,0,1,352,272,0,72,0.0,0.03,0.93335,4e-05,0.0,1.0,-0.0
fbg_n23_qunh_map442_qh_lni_0,0,1,384,336,0,37,0.02,0.03,0.93328,0.00011,8e-05,1.0,-11.86
fbg_n23_qunh_map443_qh_cav_0,0,1,496,352,1,177,0.05,0.09,0.93341,0.0001,0.0002,1.0,-14.46
fbg_n25_ntgt_map450_ng_mda_0,0,1,480,256,1,91,0.11,1.56,0.93327,9e-05,0.00016,1.0,3.86
fbg_n25_ntgt_map450a_ng_mda_1,0,1,480,256,1,91,0.11,1.56,0.93327,9e-05,0.00016,1.0,3.86
fbg_n25_ntgt_map451_ng_bma_0,0,1,400,256,1,15,0.08,0.09,0.93338,0.0001,0.00015,1.0,2.66
fbg_n25_ntgt_map451a_ng_bma_1,0,1,400,256,1,15,0.08,0.09,0.93338,0.0001,0.00015,1.0,2.66
fbg_n25_ntgt_map452a_ng_tra_1,0,1,512,256,1,113,0.03,0.07,0.93332,5e-05,4e-05,1.0,-3.68
fbg_n25_ntgt_map453_ng_bda_0,0,1,512,256,1,132,0.02,0.04,0.93322,0.00016,0.00011,1.0,2.06
fbg_n25_ntgt_map453a_ng_bda_1,0,1,512,256,1,132,0.02,0.04,0.93322,0.00016,0.00011,1.0,2.06
fbg_n26_pncl_map455_pr_gal_0,0,1,368,272,0,41,0.01,0.01,0.93341,7e-05,0.00018,1.0,-26.32
fbg_n26_pncl_map456_pr_pw1_0,0,1,320,320,0,110,0.02,0.04,0.93331,7e-05,4e-05,1.0,4.51
fbg_n26_pncl_map457_pr_pw2_0,0,1,320,352,0,199,0.01,0.08,0.93326,0.00012,7e-05,1.0,-1.68
fbg_n26_pncl_map458_pr_pw3_0,0,1,368,400,0,133,0.02,0.02,0.93337,0.0001,0.00012,1.0,-37.83
fbg_n26_pncl_map459_pr_ent_0,0,1,432,432,1,106,0.01,0.01,0.93331,6e-05,0.00017,1.0,-1.19
fbg_n26_pncl_map460_pr_ent_1,0,1,432,432,1,106,0.01,0.01,0.93331,6e-05,0.00017,1.0,-1.19
fbg_n27_fslr_map465_fr_ent_0,0,1,528,352,1,204,0.04,0.05,0.93339,0.00011,0.00011,1.0,-9.47
fbg_n27_fslr_map466_fr_trp_0,0,1,800,384,1,36,0.05,0.05,0.93338,0.00012,0.00015,1.0,-30.47
fbg_n27_fslr_map467_fr_sbw_0,0,1,400,320,1,53,0.01,0.01,0.93327,6e-05,8e-05,1.0,-20.0
fbg_n27_fslr_map468_fr_sl1_0,0,1,528,384,1,150,0.03,0.04,0.93338,0.00012,5e-05,1.0,4.75
fbg_n27_fslr_map468a_fr_sl2_0,0,1,320,512,1,54,0.02,0.04,0.93326,0.0001,0.00014,1.0,1.67
fbg_n27_fslr_map468b_fr_sl3_0,0,1,512,288,1,86,0.04,0.1,0.93335,3e-05,0.00014,1.0,-27.76
fbg_n27_fslr_map468c_fr_sl4_0,0,1,400,336,1,55,0.03,0.05,0.93332,4e-05,0.00016,1.0,-1.22
fbg_n27_fslr_map468d_fr_sl5_0,0,1,512,320,1,110,0.03,0.07,0.93344,5e-05,0.00011,1.0,-0.78
fbg_n27_fslr_map468e_fr_sm1_0,0,1,320,528,1,111,0.01,0.02,0.93342,0.0001,0.00022,1.0,0.67
fbg_n27_fslr_map469_fr_sr1_0,0,1,496,288,1,136,0.01,0.01,0.93341,8e-05,0.0001,1.0,-4.2
fbg_n27_fslr_map469a_fr_sr2_0,0,1,640,272,1,94,0.01,0.01,0.93328,3e-05,7e-05,1.0,-4.68
fbg_n27_fslr_map469b_fr_sr3_0,0,1,512,272,1,121,0.26,1.93,0.93335,9e-05,5e-05,1.0,-7.76
fbg_n27_fslr_map469c_fr_sr4_0,0,1,400,560,1,148,0.03,0.08,0.93342,3e-05,7e-05,1.0,7.79
fbg_n27_fslr_map469d_fr_sr5_0,0,1,512,448,1,100,0.0,0.01,0.93336,2e-05,2e-05,1.0,-62.52
fbg_n27_fslr_map469e_fr_sr6_0,0,1,640,256,1,112,0.04,0.05,0.93338,0.00012,0.00017,1.0,-14.81
fbg_n27_fslr_map469f_fr_sr7_0,0,1,528,288,1,84,0.01,0.03,0.93336,9e-05,0.00011,1.0,4.92
fbg_n27_fslr_map470_fr_mv1_0,0,1,640,288,1,50,0.04,0.06,0.93345,8e-05,0.00017,1.0,0.85
fbg_n27_fslr_map470a_fr_mv2_0,0,1,320,528,1,66,0.01,0.02,0.93332,5e-05,6e-05,1.0,-70.83
fbg_n27_fslr_map470b_fr_mv3_0,0,1,640,288,1,88,0.02,0.03,0.93324,4e-05,0.00018,1.0,5.96
fbg_n27_fslr_map470c_fr_mv4_0,0,1,368,480,1,54,0.08,0.09,0.93322,0.00011,0.00016,1.0,-29.95
fbg_n27_fslr_map470d_fr_mv5_0,0,1,384,528,1,80,0.04,0.07,0.93326,0.00011,8e-05,1.0,4.66
fbg_n27_fslr_map471_fr_dn1_0,0,1,512,368,1,119,0.02,0.03,0.93339,7e-05,0.00025,1.0,-19.01
fbg_n27_fslr_map472_fr_dn2_0,0,1,608,448,1,161,0.04,0.1,0.93342,0.00012,0.00013,1.0,-41.85
fbg_n27_fslr_map473_fr_dn3_0,0,1,448,560,1,189,0.02,0.02,0.93338,6e-05,2e-05,1.0,-1.9
fbg_n27_fslr_map474_fr_dn4_0,0,1,512,320,1,149,0.01,0.01,0.93328,2e-05,0.00014,1.0,-26.3
fbg_n27_fslr_map475_fr_ext_0,0,1,480,272,1,120,0.03,1.47,0.93333,9e-05,0.00018,1.0,-13.2
fbg_n28_cdpt_map480_cp_ent_0,0,1,336,288,0,128,0.02,0.71,0.93323,3e-05,0.00017,1.0,8.04
fbg_n28_cdpt_map481_cp_gl1_0,0,1,528,320,1,208,0.01,0.01,0.93337,0.00012,0.0001,1.0,-39.24
fbg_n28_cdpt_map482_cp_gl2_0,0,1,416,224,1,103,0.03,0.03,0.9333,7e-05,0.00014,1.0,-3.16
fbg_n28_cdpt_map483_cp_str_0,0,1,416,240,1,118,0.05,0.07,0.93338,0.00011,4e-05,1.0,-5.42
fbg_n28_cdpt_map484_cp_ext_0,0,1,512,320,1,147,0.01,0.01,0.93339,0.00011,0.00012,1.0,-45.21
fbg_n28_cdpt_map485_cp_shn_0,0,1,512,480,1,339,0.02,0.04,0.93336,0.00013,0.00013,1.0,-42.02
fbg_n28_cdpt_map486_cp_alt_0,0,1,336,240,0,147,0.07,0.13,0.93331,0.00012,0.00026,1.0,-9.06
fbg_n28_cdpt_map487_cp_stp_0,0,1,320,480,1,142,0.02,0.02,0.93339,6e-05,0.00012,1.0,-30.08
fbg_n28_cdpt_map488_cp_rom_0,0,1,352,448,0,232,0.04,0.05,0.93319,0.0001,8e-05,1.0,-40.58
fbg_n28_cdpt_map489_cp_tol_0,0,1,384,272,0,179,0.01,0.02,0.93335,3e-05,7e-05,1.0,-29.49
fbg_n29_cpmp_map510_cm_mp0_0,0,1,576,400,1,140,0.03,0.04,0.93339,0.00013,0.0002,1.0,-11.0
fbg_n29_cpmp_map511_cm_mp1_0,0,1,416,416,1,113,0.05,0.08,0.93332,0.0001,0.00025,1.0,-7.97
fbg_n29_cpmp_map512_cm_mp2_0,0,1,416,368,1,173,0.04,0.05,0.93337,0.00013,3e-05,1.0,-13.4
fbg_n29_cpmp_map513_cm_mp3_0,0,1,624,464,1,213,0.05,0.06,0.93337,6e-05,7e-05,1.0,-76.17
fbg_n29_cpmp_map514_cm_mp4_0,0,1,464,336,1,90,0.02,0.03,0.93341,0.00011,9e-05,1.0,-16.96
fbg_n29_cpmp_map515_cm_mp5_0,0,1,640,336,1,134,0.04,0.05,0.93329,7e-05,0.00012,1.0,-27.37
fbg_n29_cpmp_map516_cm_mp6_0,0,1,320,320,0,88,0.02,0.03,0.93336,3e-05,9e-05,1.0,-53.7
fbg_n29_cpmp_map517_cm_mp7_0,0,1,320,384,0,144,0.01,0.02,0.93339,8e-05,0.00015,1.0,-63.1
fbg_n30_bmvl_map530_bv_fr1_0,0,1,320,320,0,72,0.04,0.16,0.93334,0.00014,0.0001,1.0,-22.19
fbg_n30_bmvl_map531_bv_fr2_0,0,1,432,304,1,111,0.02,0.05,0.93331,0.0001,0.00016,1.0,-4.71
fbg_n30_bmvl_map531a_bv_ztn_0,0,2,448,224,1,373,0.07,0.09,0.93322,0.0001,0.00013,1.0,-0.9
fbg_n30_bmvl_map531a_bv_ztn_0,1,2,368,256,0,278,0.24,2.54,0.93338,8e-05,0.0002,1.0,-18.93
fbg_n30_bmvl_map532_bv_ent_0,0,1,480,320,1,148,0.01,0.02,0.93321,7e-05,0.00012,1.0,-28.61
fbg_n30_bmvl_map533_bv_abr_0,0,1,432,224,1,77,0.02,0.02,0.93326,5e-05,0.00015,1.0,-14.06
fbg_n30_bmvl_map534_bv_gvy_0,0,1,384,224,0,63,0.02,0.02,0.93345,7e-05,9e-05,1.0,-4.8
fbg_n30_bmvl_map534a_bv_gvy_1,0,1,384,224,0,63,0.02,0.02,0.93345,7e-05,9e-05,1.0,-4.8
fbg_n30_bmvl_map535_bv_csk_0,0,1,336,240,0,50,0.01,0.01,0.93337,7e-05,0.00015,1.0,-2.66
fbg_n30_bmvl_map536_bv_ort_0,0,1,320,272,0,81,0.01,0.03,0.93323,0.00015,0.00012,1.0,-38.1
fbg_n30_bmvl_map537_bv_eve_0,0,2,320,336,0,214,0.15,0.2,0.93333,9e-05,7e-05,1.0,8.59
fbg_n30_bmvl_map537_bv_eve_0,1,2,512,288,1,213,0.77,25.54,0.93338,0.00012,7e-05,1.0,-10.68
fbg_n30_bmvl_map538_bv_wpn_0,0,1,400,256,1,67,0.01,0.03,0.93335,9e-05,0.00017,1.0,-16.22
fbg_n30_bmvl_map539_bv_inn_0,0,1,512,288,1,94,0.01,0.02,0.93339,8e-05,0.00013,1.0,-10.68
fbg_n30_bmvl_map540_bv_itm_0,0,1,512,352,1,121,0.02,0.03,0.93331,9e-05,0.00011,1.0,-10.15
fbg_n30_bmvl_map541_bv_its_0,0,1,320,352,0,51,0.01,0.03,0.9334,1e-05,0.00025,1.0,-8.31
fbg_n30_bmvl_map542_bv_csi_0,0,1,320,336,0,29,0.01,0.02,0.93343,4e-05,0.00024,1.0,-0.73
fbg_n31_iftr_map550_if_ent_0,0,1,352,240,0,83,0.03,0.11,0.93334,0.0001,0.00015,1.0,2.25
fbg_n31_iftr_map550a_if_ent_1,0,1,352,240,0,83,0.03,0.11,0.93334,0.0001,0.00015,1.0,2.25
fbg_n31_iftr_map551_if_pug_0,0,1,496,528,1,347,0.02,0.02,0.93343,0.00011,0.00013,1.0,-80.48
fbg_n31_iftr_map551a_if_pug_1,0,1,496,528,1,347,0.02,0.02,0.93343,0.00011,0.00013,1.0,-80.48
fbg_n31_iftr_map552_if_bas_0,0,2,480,336,1,182,0.01,0.02,0.93338,1e-05,0.00011,1.0,-24.71
fbg_n31_iftr_map552_if_bas_0,1,2,336,240,0,68,0.17,0.83,0.93342,9e-05,0.00012,1.0,-32.71
fbg_n31_iftr_map552a_if_bas_1,0,2,512,336,1,182,0.01,0.02,0.93338,1e-05,0.00011,1.0,-24.71
fbg_n31_iftr_map552a_if_bas_1,1,2,336,240,0,68,0.17,0.83,0.93342,9e-05,0.00012,1.0,-32.71
fbg_n31_iftr_map553_if_bas_2,0,1,544,352,1,40,0.05,0.06,0.93337,0.00015,0.00012,1.0,7.53
fbg_n31_iftr_map555_if_mkj_0,0,1,512,272,1,74,0.02,0.02,0.93336,5e-05,0.00022,1.0,16.73
fbg_n31_iftr_map555a_if_mkj_1,0,2,320,240,0,32,0.05,0.06,0.93346,9e-05,0.00016,1.0,7.58
fbg_n31_iftr_map555a_if_mkj_1,1,2,416,240,1,32,0.09,0.19,0.9333,7e-05,0.0001,1.0,-20.96
fbg_n31_iftr_map556_if_pts_0,0,1,608,384,1,99,0.03,0.04,0.93327,3e-05,0.00017,1.0,-24.11
fbg_n31_iftr_map556a_if_pts_1,0,1,384,320,0,83,0.02,0.02,0.9334,0.00012,4e-05,1.0,-22.31
fbg_n31_iftr_map557_if_ggt_0,0,1,416,816,1,46,0.01,0.01,0.93335,3e-05,0.00014,1.0,41.44
fbg_n31_iftr_map558_if_msd_0,0,1,368,240,0,16,0.01,0.01,0.93339,0.0001,8e-05,1.0,-18.53
fbg_n31_iftr_map559_if_cst_0,0,1,480,224,1,52,0.02,0.03,0.93325,3e-05,0.0001,1.0,-3.11
fbg_n32_ifug_map565_iu_eug_0,0,1,336,240,0,97,0.03,0.05,0.93329,0.00013,0.00017,1.0,-60.55
fbg_n32_ifug_map565a_iu_eug_1,0,1,352,480,1,162,0.04,0.05,0.93335,0.00015,8e-05,1.0,-39.14
fbg_n32_ifug_map565b_iu_eug_2,0,1,320,512,1,228,0.04,0.07,0.93339,0.00011,0.00016,1.0,-40.69
fbg_n32_ifug_map566_iu_eve_0,0,1,320,512,1,170,0.05,0.07,0.93322,8e-05,9e-05,1.0,-42.85
fbg_n32_ifug_map567_iu_elv_0,0,1,640,448,1,19,0.0,0.0,0.93335,0.0,0.0,1.0,-0.0
fbg_n32_ifug_map568_iu_sdv_0,0,1,320,512,1,109,0.01,0.01,0.9333,7e-05,0.00016,1.0,-49.1
fbg_n32_ifug_map569_iu_sdv_1,0,1,320,272,0,55,0.17,2.8,0.9333,7e-05,0.00011,1.0,1.16
fbg_n34_mdsr_map570_ms_ent_0,0,1,400,256,1,106,0.0,0.01,0.93336,5e-05,9e-05,1.0,-4.73
fbg_n34_mdsr_map570a_ms_ent_1,0,1,400,256,1,79,0.0,0.01,0.93336,5e-05,9e-05,1.0,-4.73
fbg_n34_mdsr_map571_ms_fnt_0,0,1,400,304,1,144,0.01,0.02,0.93345,0.0001,0.00015,1.0,-36.18
fbg_n34_mdsr_map571a_ms_fnt_1,0,1,400,304,1,144,0.01,0.02,0.93345,0.0001,0.00015,1.0,-36.18
fbg_n34_mdsr_map572_ms_ekh_0,0,1,400,256,1,73,0.01,0.01,0.93333,9e-05,0.00012,1.0,-13.4
fbg_n34_mdsr_map572a_ms_ekh_1,0,1,400,256,1,73,0.01,0.01,0.93333,9e-05,0.00012,1.0,-13.4
fbg_n34_mdsr_map573_ms_pmr_0,0,1,512,320,1,279,0.02,0.02,0.93326,8e-05,0.00015,1.0,-59.3
fbg_n34_mdsr_map573a_ms_pmr_1,0,1,512,320,1,279,0.02,0.02,0.93326,8e-05,0.00015,1.0,-59.3
fbg_n34_mdsr_map574_ms_ssd_0,0,1,320,240,0,186,0.01,0.02,0.93343,3e-05,1e-05,1.0,4.41
fbg_n34_mdsr_map575_ms_ssd_1,0,1,320,448,0,68,0.03,0.04,0.93337,6e-05,0.00015,1.0,7.89
fbg_n34_mdsr_map576_ms_mrr_0,0,1,960,304,1,73,0.0,0.0,0.93335,0.0,0.0,1.0,-0.0
fbg_n34_mdsr_map576a_ms_mrr_1,0,1,960,304,1,73,0.0,0.0,0.93335,0.0,0.0,1.0,-0.0
fbg_n34_mdsr_map577_ms_mrr_2,0,1,336,224,0,157,0.02,0.04,0.93337,0.00012,7e-05,1.0,-2.29
fbg_n34_mdsr_map578_ms_eki_0,0,1,336,240,0,102,0.01,0.02,0.93327,8e-05,0.00013,1.0,-8.68
fbg_n34_mdsr_map578a_ms_eki_1,0,1,336,240,0,102,0.01,0.02,0.93327,8e-05,0.00013,1.0,-8.68
fbg_n34_mdsr_map579_ms_ktn_0,0,1,320,336,0,190,0.01,0.01,0.93337,0.00011,0.00011,1.0,-19.54
fbg_n34_mdsr_map579a_ms_ktn_1,0,1,320,336,0,190,0.01,0.01,0.93337,0.00011,0.00011,1.0,-19.54
fbg_n34_mdsr_map580_ms_scr_0,0,2,352,272,0,108,0.01,0.12,0.93328,5e-05,0.00013,1.0,6.39
fbg_n34_mdsr_map580_ms_scr_0,1,2,336,240,0,103,0.24,1.12,0.9334,0.00019,0.0003,1.0,-31.92
fbg_n34_mdsr_map580b_ms_scr_2,0,2,352,272,0,108,0.01,0.12,0.93328,5e-05,0.00013,1.0,6.39
fbg_n34_mdsr_map580b_ms_scr_2,1,2,336,240,0,103,0.12,0.62,0.9334,0.0001,0.00012,1.0,-31.92
fbg_n35_estg_map600_eg_ext_0,0,1,512,272,1,207,0.02,0.03,0.93329,9e-05,0.00019,1.0,6.91
fbg_n35_estg_map602_eg_rm1_0,0,1,512,256,1,92,0.12,0.14,0.9334,6e-05,0.00011,1.0,8.11
fbg_n35_estg_map603_eg_rm2_0,0,1,336,240,0,139,0.01,0.01,0.93329,0.00012,0.00014,1.0,-78.12
fbg_n35_estg_map605_eg_obs_0,0,1,512,320,1,111,0.02,0.03,0.93329,0.0001,0.00016,1.0,-11.94
fbg_n35_estg_map607_eg_egv_0,0,1,320,528,1,98,0.02,0.05,0.93336,0.00013,0.00011,1.0,-19.94
fbg_n36_glgv_map790_gv_whl_0,0,1,656,432,1,251,0.02,0.02,0.93343,0.00012,8e-05,1.0,-37.7
fbg_n36_glgv_map791_gv_ido_0,0,1,320,704,1,113,0.05,0.08,0.93331,9e-05,0.00011,1.0,-17.3
fbg_n36_glgv_map792_gv_rm1_0,0,1,400,240,1,51,0.02,0.03,0.93325,5e-05,0.00018,1.0,-0.99
fbg_n36_glgv_map793_gv_rm2_0,0,1,400,464,1,86,0.03,0.03,0.93333,0.00014,0.00013,1.0,-33.8
fbg_n36_glgv_map794_gv_rm3_0,0,1,368,320,0,91,0.04,0.05,0.93316,7e-05,0.00015,1.0,-49.61
fbg_n36_glgv_map795_gv_rm4_0,0,1,384,288,0,42,0.02,0.02,0.93323,3e-05,0.00013,1.0,1.59
fbg_n36_glgv_map796_gv_atk_0,0,1,352,288,0,104,0.03,0.05,0.93344,3e-05,4e-05,1.0,3.79
fbg_n36_glgv_map797_gv_hld_0,0,1,464,352,1,30,0.04,0.23,0.93325,9e-05,9e-05,1.0,-9.6
fbg_n36_glgv_map798_gv_pw1_0,0,1,544,400,1,70,0.01,0.01,0.93327,4e-05,0.00021,1.0,-43.2
fbg_n36_glgv_map799_gv_pw2_0,0,1,416,352,1,184,0.04,0.05,0.93324,7e-05,0.00016,1.0,-55.6
fbg_n36_glgv_map800_gv_pw3_0,0,1,448,336,1,95,0.02,0.03,0.93337,7e-05,0.00016,1.0,-2.29
fbg_n36_glgv_map801_gv_tin_0,0,1,320,240,0,30,0.04,0.04,0.93326,0.00011,7e-05,1.0,36.59
fbg_n36_glgv_map802_gv_mgs_0,0,1,352,288,0,281,0.02,0.02,0.93332,0.00012,5e-05,1.0,-53.0
fbg_n36_glgv_map803_gv_pw4_0,0,2,384,304,0,101,0.51,2.16,0.93322,9e-05,7e-05,1.0,-14.9
fbg_n36_glgv_map803_gv_pw4_0,1,2,336,240,0,112,0.12,1.4,0.93336,0.00011,0.00021,1.0,15.06
fbg_n36_glgv_map804_gv_mg1_0,0,1,512,352,1,230,0.02,0.03,0.93333,5e-05,0.00016,1.0,-23.94
fbg_n36_glgv_map805_gv_mg2_0,0,1,336,448,0,240,0.27,4.41,0.93323,0.0001,0.0001,1.0,8.35
fbg_n38_sdpl_map640_sp_rro_0,0,1,384,320,0,59,0.02,0.03,0.9333,0.00011,0.0002,1.0,-77.8
fbg_n38_sdpl_map641_sp_rpw_0,0,1,560,384,1,169,0.05,0.07,0.93333,9e-05,0.0001,1.0,-30.7
fbg_n38_sdpl_map641a_sp_rpe_0,0,1,336,256,0,33,0.07,0.09,0.93341,0.0001,0.0002,1.0,-21.11
fbg_n38_sdpl_map642_sp_rrm_0,0,1,352,352,0,65,0.02,0.03,0.93325,0.0001,8e-05,1.0,-41.29
fbg_n38_sdpl_map642a_sp_rfg_0,0,1,336,240,0,73,0.09,0.17,0.93346,0.00011,0.00013,1.0,4.8
fbg_n38_sdpl_map643_sp_rsw_0,0,1,336,240,0,73,0.14,0.42,0.93325,4e-05,0.0001,1.0,-2.49
fbg_n38_sdpl_map644_sp_rex_0,0,1,560,320,1,77,0.07,0.1,0.93329,0.00015,0.00019,1.0,-17.33
fbg_n38_sdpl_map645_sp_kpw_0,0,1,512,320,1,196,0.02,0.02,0.93331,9e-05,0.00017,1.0,-1.2
fbg_n38_sdpl_map645a_sp_kdr_0,0,1,336,256,0,91,0.02,0.02,0.93341,9e-05,0.00011,1.0,-38.0
fbg_n38_sdpl_map646_sp_kkr_0,0,2,560,256,1,98,0.02,0.03,0.93341,0.0,1e-05,1.0,-4.2
fbg_n38_sdpl_map646_sp_kkr_0,1,2,336,240,0,98,0.07,0.23,0.93323,6e-05,6e-05,1.0,-70.8
fbg_n38_sdpl_map647_sp_kdc_0,0,1,928,288,1,278,0.01,0.01,0.93331,4e-05,0.00015,1.0,3.91
fbg_n38_sdpl_map648_sp_kex_0,0,1,400,288,1,177,0.02,0.04,0.93326,6e-05,0.0001,1.0,-43.6
fbg_n38_sdpl_map650_sp_mp1_0,0,1,400,272,1,74,0.03,0.05,0.93341,0.0001,6e-05,1.0,3.0
fbg_n38_sdpl_map651_sp_mp2_0,0,1,512,336,1,160,0.05,0.11,0.93335,7e-05,0.00011,1.0,-16.74
fbg_n38_sdpl_map652_sp_mt1_0,0,1,480,368,1,163,0.01,0.01,0.9333,1e-05,0.00014,1.0,-26.4
fbg_n38_sdpl_map653_sp_mp3_0,0,1,480,272,1,89,0.01,0.02,0.93324,0.00012,6e-05,1.0,-2.1
fbg_n38_sdpl_map654_sp_mhl_0,0,3,432,224,1,332,0.03,0.05,0.93328,0.00012,0.00015,1.0,-84.69
fbg_n38_sdpl_map654_sp_mhl_0,1,3,320,224,0,272,0.39,5.47,0.93333,0.00012,0.0001,1.0,-5.7
fbg_n38_sdpl_map654_sp_mhl_0,2,3,320,224,0,324,0.24,5.0,0.93342,8e-05,8e-05,1.0,-5.6
fbg_n38_sdpl_map655_sp_mt2_0,0,1,544,288,1,185,0.02,0.03,0.93334,5e-05,0.00011,1.0,2.6
fbg_n38_sdpl_map656_sp_mt3_0,0,1,512,288,1,139,0.03,0.03,0.93323,9e-05,0.00015,1.0,-7.24
fbg_n38_sdpl_map657_sp_mbs_0,0,1,384,240,0,72,0.03,0.04,0.93335,0.00011,0.0,1.0,-0.0
fbg_n39_uuvl_map660_uv_ext_0,0,1,320,464,1,204,0.0,0.0,0.93329,4e-05,7e-05,1.0,-2.18
fbg_n39_uuvl_map661_uv_ent_0,0,1,480,368,1,127,0.02,0.03,0.93344,3e-05,9e-05,1.0,1.52
fbg_n39_uuvl_map665_uv_pst_0,0,1,480,416,1,219,0.03,0.04,0.93337,9e-05,9e-05,1.0,-13.4
fbg_n39_uuvl_map666_uv_dp1_0,0,1,592,432,1,238,0.01,0.01,0.93338,5e-05,0.00022,1.0,-27.9
fbg_n39_uuvl_map667_uv_dp2_0,0,1,336,448,0,126,0.02,0.03,0.93342,4e-05,0.00016,1.0,-40.91
fbg_n39_uuvl_map668_uv_vsl_0,0,1,672,288,1,80,0.05,0.06,0.93334,7e-05,0.00014,1.0,20.61
fbg_n39_uuvl_map668a_uv_vsl_1,0,1,336,304,0,30,0.06,0.11,0.9333,0.0001,0.00015,1.0,-41.8
fbg_n39_uuvl_map669_uv_rfm_0,0,1,592,304,1,50,0.02,0.03,0.93338,9e-05,0.00012,1.0,3.5
fbg_n39_uuvl_map670_uv_elv_0,0,1,320,224,0,18,0.02,0.02,0.93349,8e-05,9e-05,1.0,-77.31
fbg_n39_uuvl_map671_uv_dep_0,0,1,528,304,1,148,0.02,0.03,0.93338,4e-05,0.00016,1.0,-18.11
fbg_n39_uuvl_map672_uv_fdp_0,0,1,320,368,0,47,0.01,0.03,0.93334,8e-05,7e-05,1.0,-17.99
fbg_n40_tera_map680_ta_thl_0,0,1,464,528,1,60,0.02,0.02,0.93324,3e-05,0.00011,1.0,-5.8
fbg_n40_tera_map681_ta_hld_0,0,1,400,384,1,119,0.02,0.04,0.93336,3e-05,0.00012,1.0,-13.14
fbg_n40_tera_map682_ta_bst_0,0,1,384,544,1,95,0.04,0.04,0.93333,0.00011,8e-05,1.0,-72.6
fbg_n40_tera_map683_ta_prb_0,0,1,560,544,1,74,0.04,0.08,0.93323,4e-05,0.00018,1.0,-30.1
fbg_n40_tera_map684_ta_rpb_0,0,1,512,256,1,56,0.03,0.03,0.9333,5e-05,0.00012,1.0,9.8
fbg_n40_tera_map685_ta_rou_0,0,1,608,560,1,190,0.04,0.08,0.93323,8e-05,0.00011,1.0,-19.6
fbg_n40_tera_map686_ta_rod_0,0,1,512,480,1,98,0.04,0.06,0.93344,0.00011,6e-05,1.0,-14.59
fbg_n40_tera_map687_ta_tob_0,0,1,432,560,1,121,0.01,0.01,0.93333,2e-05,0.00012,1.0,-69.0
fbg_n40_tera_map688_ta_ivk_0,0,1,320,480,1,72,0.02,0.04,0.93337,5e-05,0.00015,1.0,-56.94
fbg_n41_brbl_map690_bb_stw_0,0,1,368,480,1,175,0.0,0.0,0.93325,0.0001,8e-05,1.0,-26.2
fbg_n41_brbl_map691_bb_sqr_0,0,1,528,448,1,78,0.01,0.03,0.93324,2e-05,0.0002,1.0,-5.51
fbg_n41_brbl_map692_bb_fgt_0,0,1,448,432,1,109,0.01,0.01,0.93332,4e-05,3e-05,1.0,-63.8
fbg_n41_brbl_map693_bb_cdr_0,0,1,512,336,1,178,0.04,0.05,0.93329,7e-05,0.00019,1.0,-19.11
fbg_n41_brbl_map694_bb_cdl_0,0,1,352,432,0,160,0.03,0.08,0.9332,6e-05,0.00012,1.0,-28.6
fbg_n41_brbl_map695_bb_wps_0,0,1,416,352,1,48,0.04,0.06,0.93343,9e-05,0.00018,1.0,-31.5
fbg_n41_brbl_map696_bb_gth_0,0,1,480,256,1,87,0.05,0.06,0.93336,7e-05,0.00018,1.0,-22.99
fbg_n41_brbl_map697_bb_its_0,0,1,384,304,0,64,0.03,0.06,0.93339,0.00014,0.00016,1.0,-14.69
fbg_n41_brbl_map698_bb_udl_0,0,1,400,240,1,176,0.03,0.03,0.93321,0.0001,7e-05,1.0,-4.62
fbg_n41_brbl_map699_bb_brg_0,0,1,464,448,1,79,0.02,0.02,0.93333,8e-05,0.00014,1.0,-74.2
fbg_n41_brbl_map700_bb_thl_0,0,1,528,448,1,82,0.05,0.42,0.93332,0.0001,0.00015,1.0,-9.9
fbg_n41_brbl_map701_bb_inv_0,0,1,480,320,1,73,0.02,0.02,0.93334,7e-05,0.00011,1.0,-25.8
fbg_n42_pdmn_map720_pd_str_0,0,1,448,304,1,157,0.08,0.3,0.93326,0.00011,0.00027,1.0,-12.69
fbg_n42_pdmn_map721_pd_cao_0,0,1,320,400,0,109,0.08,0.19,0.93344,8e-05,0.00013,1.0,6.2
fbg_n42_pdmn_map722_pd_eao_0,0,1,624,432,1,183,0.02,0.02,0.93335,0.0001,8e-05,1.0,-22.27
